candidate_id,full_name,gender,age,graduation_year,college,degree,branch,cgpa,backlogs,gap_year,prior_internship,projects_count,certifications_count,top_skills,platform,company_applied,sector,job_role,work_type,job_location,application_date,hiring_stage,interview_rounds,response_time_days,offered_salary_inr,linkedin_connections,profile_completion_pct,linkedin_premium,referral_applied
3564,Akash Sharma,Male,23,2024,SP Jain Mumbai,M.Tech,AI/ML,7.64,2,No,No,3,5,Swift | Linux | React | Tableau,AngelList,Delhivery,FinTech,Technical Support Engineer,Full-time,Bengaluru,2023-05-13,Applied,,12,,2117,70,N/A,No
3565,Aarav Anand,Male,21,2023,JNTUH Hyderabad,B.Sc (IT),Information Technology,6.02,1,Yes,No,1,2,PHP | MongoDB | Scala | Hive | Node.js,Cutshort,Paytm,Manufacturing,Frontend Developer,Full-time,Kochi,2024-07-31,Applied,,9,,1649,57,N/A,No
3566,Yukti Srivastava,Female,24,2022,Christ University Bangalore,MCA,Computer Applications,5.87,2,No,No,1,0,Linux | Laravel | Teamwork,LinkedIn,BigBasket,AgriTech,Digital Marketing Executive,Full-time,Kolkata,2021-02-14,Shortlisted,,14,,1960,78,No,No
3567,Piyush Garg,Male,20,2021,NIT Surathkal,B.Tech,Data Science,9.22,2,No,No,1,0,Teamwork | Azure | PHP,Monster,L&T Infotech,FinTech,Android Developer,Internship,Noida,2023-03-18,Rejected,1,4,,2746,81,N/A,Yes
3568,Riya Kulkarni,Female,23,2023,NSUT Delhi,MCA,Computer Applications,6.11,2,No,Yes,0,0,Hive | Data Analysis,LinkedIn,Coforge,Telecom,Data Scientist,Internship,Vadodara,2024-06-03,Applied,,12,,188,86,No,Yes
3569,Ishita Khanna,Female,27,2025,Symbiosis Pune,MBA,Finance,6.84,0,No,No,2,5,Git | Cybersecurity | Swift | MATLAB,Indeed,Qualcomm India,FinTech,Cloud Engineer,Contract,Hyderabad,2024-07-18,HR Interview,4,3,,2794,83,N/A,Yes
3570,Aditya Rawat,Male,26,2023,NIT Surathkal,BBA,HR,6.31,2,No,No,1,0,JavaScript | R | Figma | Cybersecurity,Campus Placement,Urban Company,Banking & Finance,Software Engineer,Full-time,Patna,2021-01-01,Applied,,14,,2777,91,N/A,No
3571,Uma Bose,Female,21,2023,DTU Delhi,B.Sc (IT),Information Technology,8.26,0,No,Yes,0,3,REST APIs | Git,Internshala,Swiggy,Banking & Finance,Technical Support Engineer,Contract,Mumbai,2024-12-13,Applied,,10,,2256,68,N/A,No
3572,Lokesh Choudhury,Male,22,2020,BITS Hyderabad,B.Com,Commerce,9.15,3,No,No,2,1,JavaScript | Docker | Problem Solving | React,LinkedIn,IBM India,Consulting,HR Executive,Full-time,Vadodara,2023-08-09,Offer,2,3,329343,1499,58,Yes,Yes
3573,Chandni Verma,Female,23,2021,IIT Delhi,BBA,Business Administration,8.94,2,No,Yes,0,1,Tableau | React | Django | TensorFlow | TypeScript,Glassdoor,Microsoft India,Media & Entertainment,Recruiter,Full-time,Delhi NCR,2023-05-01,Applied,,32,,2334,63,N/A,No
3574,Meera Jadhav,Female,25,2025,KIIT Bhubaneswar,M.Tech,AI/ML,8.73,2,Yes,No,0,5,PHP | PyTorch | SQL | Ruby on Rails,Unstop,Deloitte,Media & Entertainment,Content Writer,Full-time,Bhopal,2021-05-21,Online Assessment,,41,,432,97,N/A,No
3575,Parth Jain,Male,26,2023,XLRI Jamshedpur,B.Sc (IT),Information Technology,9.91,2,No,No,3,4,R | Machine Learning | TensorFlow | Kubernetes | Linux,Unstop,Zomato,Telecom,UX Designer,Internship,Kolkata,2024-03-09,Applied,,32,,2495,66,N/A,No
3576,Lalit Ramachandran,Male,23,2022,IIT Delhi,BCA,Computer Applications,7.77,1,No,No,4,3,REST APIs | Tableau | AWS,LinkedIn,Upstox,Telecom,ML Engineer,Full-time,Gurugram,2021-12-21,Withdrawn,,19,,1317,70,No,No
3577,Farhan Natarajan,Male,20,2023,COEP Pune,BBA,Finance,5.76,1,No,Yes,6,2,Hadoop | Spring Boot | Teamwork | Power BI | Ruby on Rails,Internshala,Uber India,EdTech,Product Manager,Internship,Chennai,2021-12-02,Shortlisted,,26,,1194,72,N/A,Yes
3578,Lakshay Tiwari,Male,23,2020,Osmania University Hyderabad,B.Sc (CS),Computer Science,9.33,0,Yes,Yes,0,1,PHP | PyTorch | Spark | Data Analysis,Naukri,Wipro,HealthTech,UX Designer,Full-time,Kochi,2024-08-21,Shortlisted,,16,,1491,65,N/A,No
3579,Balram Tiwari,Male,20,2021,Chandigarh University,B.E.,Electronics,7.21,1,No,No,1,4,Linux | Deep Learning | Leadership | Laravel,LinkedIn,Capgemini,IT/Software,Cybersecurity Analyst,Internship,Noida,2021-06-30,Applied,,10,,1742,63,No,No
3580,Nisha Singh,Female,25,2020,SP Jain Mumbai,B.Tech,Computer Science,8.8,0,No,No,3,2,Hadoop | Leadership | MongoDB | JavaScript | Django,LinkedIn,Microsoft India,Automotive,Embedded Engineer,Internship,Bhubaneswar,2021-06-17,Applied,,30,,2733,55,No,No
3581,Diya Das,Female,23,2024,Bangalore University,MBA,HR,9.26,3,No,No,3,3,Git | C++ | Linux | Hive | Spring Boot,Glassdoor,Citi India,HealthTech,QA Engineer,Full-time,Noida,2022-08-13,Shortlisted,,32,,1124,58,N/A,No
3582,Farhan Agarwal,Male,21,2020,KIIT Bhubaneswar,B.E.,Electrical,6.25,2,No,No,1,1,Bash Scripting | Tableau,AngelList,PolicyBazaar,Logistics,Operations Analyst,Full-time,Mysuru,2023-12-31,HR Interview,4,9,,2444,59,N/A,No
3583,Diya Trivedi,Female,23,2024,IIT Hyderabad,B.Com,Commerce,6.85,2,No,No,5,2,Cybersecurity | PyTorch,Foundit,Persistent Systems,EdTech,Product Manager,Full-time,Coimbatore,2022-01-06,Shortlisted,,25,,2082,98,N/A,No
3584,Keshav Sodhi,Male,25,2020,Delhi University,B.Sc (CS),Computer Science,9.44,2,No,Yes,4,3,Communication | AWS | Power BI | GraphQL,Indeed,Freshworks,Retail,Software Engineer,Contract,Vadodara,2024-02-20,Online Assessment,,22,,754,87,N/A,No
3585,Manish Chatterjee,Male,25,2024,IIIT Bangalore,B.Tech,Chemical Engineering,8.2,2,No,Yes,5,1,GraphQL | Flutter | React,Unstop,Zerodha,Consulting,Data Analyst,Full-time,Remote,2021-07-23,Shortlisted,,38,,966,88,N/A,No
3586,Janhavi Iyer,Female,21,2022,Jadavpur University Kolkata,MCA,Computer Applications,9.94,2,No,No,0,5,GraphQL | Kotlin | Networking | Communication,Campus Placement,ICICI Bank,EdTech,DevOps Engineer,Full-time,Noida,2021-05-26,Applied,,41,,2119,66,N/A,No
3587,Indira Grewal,Female,21,2022,PES University Bangalore,MCA,Computer Applications,5.62,1,No,No,5,4,JavaScript | Linux | Azure,Foundit,Razorpay,IT/Software,Database Administrator,Full-time,Bhopal,2021-12-14,Online Assessment,,20,,2777,69,N/A,No
3588,Jyoti Dhillon,Female,25,2024,KIIT Bhubaneswar,BCA,Computer Applications,6.57,0,No,No,0,5,Networking | Kotlin,LinkedIn,Lenskart,Retail,Data Analyst,Internship,Lucknow,2023-03-16,Offer,2,34,26898,1492,74,Yes,No
3589,Om Bansal,Male,22,2022,BITS Pilani,B.Sc (CS),Computer Science,6.03,2,No,Yes,0,3,Scala | MATLAB | Spark,Apna,BYJU's,Consulting,Backend Developer,Internship,Remote,2024-07-14,Technical Interview,2,7,,2387,73,N/A,No
3590,Omkar Tiwari,Male,20,2022,RV College Bangalore,B.Sc (IT),Information Technology,8.78,0,No,Yes,5,0,Leadership | Bash Scripting | Problem Solving,Indeed,Samsung India,EdTech,Data Analyst,Full-time,Mysuru,2024-09-24,Offer,3,30,317044,2670,67,N/A,No
3591,Zaid Goyal,Male,24,2024,BITS Hyderabad,BBA,Finance,8.47,3,No,No,0,1,Python | JavaScript | Excel | Communication | AWS,HackerEarth,BYJU's,Manufacturing,Finance Analyst,Full-time,Noida,2023-04-04,HR Interview,4,32,,1991,75,N/A,Yes
3592,Ojaswini Naik,Female,20,2021,IIT Roorkee,M.Tech,Data Science,6.02,0,No,No,5,5,Machine Learning | React | PyTorch | Cybersecurity,Cutshort,Mindtree,Banking & Finance,iOS Developer,Part-time,Kochi,2021-03-24,Applied,,1,,2628,74,N/A,Yes
3593,Jyoti Lodha,Female,23,2023,GLA University Mathura,MCA,Computer Applications,7.23,1,No,Yes,4,2,Ruby on Rails | Flutter | Linux | Data Analysis,Unstop,1mg,AgriTech,Full Stack Developer,Part-time,Kolkata,2022-11-08,Technical Interview,4,36,,1163,77,N/A,No
3594,Onkar Krishnan,Male,23,2022,BITS Pilani,M.Tech,AI/ML,5.55,3,Yes,Yes,4,1,AWS | Linux,LinkedIn,Bajaj Finserv,FinTech,Network Engineer,Full-time,Nagpur,2021-02-26,Offer,4,10,465943,197,89,Yes,No
3595,Onkar Lal,Male,20,2020,IIM Bangalore,BBA,HR,6.97,3,No,Yes,5,2,GraphQL | Flutter | MATLAB | Communication,LinkedIn,Practo,Banking & Finance,Systems Engineer,Internship,Jaipur,2024-12-06,Applied,,29,,1797,93,No,No
3596,Jay Sharma,Male,20,2022,NIT Warangal,BBA,Finance,7.29,2,No,No,1,2,Laravel | Figma | MongoDB | Data Analysis,Naukri,Mindtree,Banking & Finance,Technical Support Engineer,Full-time,Bengaluru,2021-01-03,Applied,,12,,2101,87,N/A,Yes
3597,Farhan Malhotra,Male,22,2022,Amity University Noida,B.Sc (CS),Computer Science,7.32,3,No,Yes,1,1,TensorFlow | TypeScript,Naukri,Texas Instruments India,Logistics,Frontend Developer,Full-time,Hyderabad,2021-02-10,Offer,2,21,432476,310,63,N/A,No
3598,Rohan Roy,Male,20,2020,NIT Calicut,B.Tech,Mechanical Engineering,6.31,1,No,No,5,1,TensorFlow | Tableau,AngelList,Razorpay,HealthTech,Business Analyst,Contract,Bengaluru,2023-11-19,Applied,,18,,2027,98,N/A,No
3599,Bhumi Nair,Female,25,2021,SRM University Chennai,MBA,Business Analytics,7.97,0,No,No,6,1,AWS | Cybersecurity,Naukri,Nykaa,Retail,Embedded Engineer,Internship,Delhi NCR,2023-07-03,Shortlisted,,14,,499,73,N/A,Yes
3600,Zaid Khatri,Male,21,2024,BITS Hyderabad,BBA,Marketing,6.46,1,No,No,2,2,Kubernetes | Java | Bash Scripting,Campus Placement,Tiger Analytics,E-commerce,Systems Engineer,Internship,Gurugram,2021-09-29,Offer,2,18,9160,2618,86,N/A,No
3601,Manish Iyer,Male,22,2020,Mumbai University,B.E.,Mechanical,6.69,2,No,No,4,4,Selenium | React | Java | MongoDB,LinkedIn,Meesho,Automotive,Embedded Engineer,Full-time,Kochi,2022-06-23,Shortlisted,,8,,1688,86,No,No
3602,Jhanvi Ahuja,Female,21,2024,IIT Bombay,BBA,HR,5.72,1,No,Yes,0,5,Figma | Machine Learning,HackerEarth,Urban Company,E-commerce,Sales Executive,Full-time,Delhi NCR,2021-11-25,Online Assessment,,45,,2199,64,N/A,No
3603,Dhruv Dubey,Male,23,2021,BITS Hyderabad,B.Sc (CS),Computer Science,8.14,3,No,Yes,0,5,Spring Boot | Ruby on Rails | AWS,HackerEarth,Axis Bank,EdTech,Cloud Engineer,Full-time,Kolkata,2023-07-15,Applied,,15,,1750,64,N/A,No
3604,Sagar Sundaram,Male,22,2023,IIT Kharagpur,B.Tech,Electrical Engineering,7.41,2,No,No,5,1,AWS | Deep Learning | Selenium | TypeScript,LinkedIn,Intel India,Media & Entertainment,Operations Analyst,Full-time,Coimbatore,2021-03-22,Online Assessment,,10,,737,83,No,No
3605,Jagdish Ghosh,Male,21,2022,VIT Vellore,MCA,Computer Applications,6.62,1,No,No,0,1,PHP | Laravel | Leadership,AngelList,Barclays India,FinTech,Product Manager,Full-time,Chandigarh,2023-06-06,Shortlisted,,45,,1328,89,N/A,No
3606,Lata Krishnan,Female,22,2020,PES University Bangalore,BBA,Finance,9.93,3,Yes,Yes,0,0,Docker | Kotlin | TypeScript | React | Hive,Internshala,Freshworks,Consulting,Operations Analyst,Internship,Nagpur,2021-05-08,Applied,,15,,1770,70,N/A,No
3607,Aarav More,Male,26,2022,GLA University Mathura,BCA,Computer Applications,9.99,3,No,No,3,2,Kubernetes | R | Hadoop,Naukri,BYJU's,Telecom,Business Analyst,Internship,Remote,2023-02-19,Online Assessment,,9,,309,69,N/A,No
3608,Piyush Mukherjee,Male,23,2020,COEP Pune,B.Sc (IT),Information Technology,6.79,1,No,No,3,0,Swift | Kotlin,Naukri,Meesho,HealthTech,DevOps Engineer,Full-time,Gurugram,2023-08-31,Rejected,3,40,,2773,96,N/A,No
3609,Chetna Bisht,Female,23,2020,Jadavpur University Kolkata,MBA,Marketing,8.34,3,Yes,Yes,0,0,PyTorch | Tableau | Communication | Selenium,Naukri,Axis Bank,Retail,SEO Analyst,Contract,Lucknow,2023-10-23,Applied,,37,,2536,85,N/A,No
3610,Lokesh Saxena,Male,20,2022,XLRI Jamshedpur,B.E.,Mechanical,7.97,3,No,No,0,2,Spring Boot | C++,Campus Placement,BigBasket,AgriTech,iOS Developer,Contract,Patna,2022-01-02,Offer,2,39,523716,2886,69,N/A,No
3611,Naman Trivedi,Male,20,2022,SP Jain Mumbai,BBA,Business Administration,6.85,3,No,No,6,0,Python | Spark | Communication | Data Analysis,Freshersworld,Morgan Stanley India,Telecom,Content Writer,Full-time,Nagpur,2024-06-29,HR Interview,4,32,,2368,86,N/A,No
3612,Vinay Das,Male,24,2022,MDI Gurgaon,B.Com,Commerce,5.82,2,Yes,Yes,5,3,Problem Solving | Kotlin,LinkedIn,Tech Mahindra,EdTech,Systems Engineer,Contract,Kolkata,2024-04-21,Shortlisted,,41,,2463,90,No,No
3613,Tejas Trivedi,Male,22,2024,IIIT Hyderabad,M.Tech,VLSI,6.96,3,No,No,3,5,Deep Learning | Bash Scripting | Scala,Naukri,Morgan Stanley India,Automotive,Data Analyst,Full-time,Hyderabad,2024-01-21,Shortlisted,,33,,1684,65,N/A,No
3614,Akhil Khanna,Male,27,2023,Delhi University,B.Sc (CS),Computer Science,8.53,0,No,No,3,3,Swift | Scala,LinkedIn,Tiger Analytics,HealthTech,HR Executive,Full-time,Patna,2023-09-16,Applied,,10,,2639,93,No,Yes
3615,Uday Khanna,Male,24,2023,Pune University,MBA,Business Analytics,6.79,2,Yes,Yes,0,3,Linux | PyTorch | REST APIs | Django | AWS,Referral,Infosys,EdTech,Product Manager,Internship,Patna,2022-06-27,Withdrawn,,5,,506,75,N/A,Yes
3616,Namrata Bansal,Female,24,2020,Christ University Bangalore,B.Sc (IT),Information Technology,5.58,3,No,Yes,0,5,Java | Docker | Linux,Cutshort,JPMorgan India,Consulting,Marketing Analyst,Part-time,Mysuru,2023-10-14,Offer,3,19,713006,2684,83,N/A,No
3617,Natasha Kulkarni,Female,22,2024,Christ University Bangalore,MCA,Computer Applications,6.34,1,No,No,5,1,Scala | TypeScript | Ruby on Rails,Internshala,Zerodha,IT/Software,Systems Engineer,Internship,Hyderabad,2023-04-14,Technical Interview,4,14,,1921,81,N/A,No
3618,Wasim Naik,Male,22,2024,Amity University Noida,MCA,Computer Applications,6.98,2,No,Yes,4,3,Tableau | Spring Boot | Azure | Swift,Campus Placement,Microsoft India,AgriTech,Cloud Engineer,Contract,Hyderabad,2024-07-13,Offer,2,12,764655,649,64,N/A,No
3619,Hitesh Majumdar,Male,27,2024,BITS Hyderabad,B.Com,Finance,7.01,3,No,No,4,5,Teamwork | GraphQL,Glassdoor,NIIT Technologies,E-commerce,ML Engineer,Internship,Remote,2021-01-20,Technical Interview,4,11,,359,79,N/A,No
3620,Amrita Ghosh,Female,21,2024,SRM University Chennai,B.Sc (IT),Information Technology,8.22,3,No,No,1,4,Deep Learning | TypeScript | Communication,Naukri,Zoho,Media & Entertainment,SEO Analyst,Full-time,Hyderabad,2021-06-08,Shortlisted,,9,,899,77,N/A,No
3621,Dhruv Jain,Male,21,2024,IIT Kharagpur,BCA,Computer Applications,7.16,2,No,Yes,1,3,Problem Solving | Python,Naukri,Swiggy,Media & Entertainment,Cybersecurity Analyst,Internship,Vadodara,2024-04-16,Applied,,26,,1028,87,N/A,Yes
3622,Girish Bisht,Male,25,2021,XLRI Jamshedpur,MBA,Marketing,7.34,2,No,Yes,3,4,PyTorch | Flutter | Ruby on Rails,Internshala,ICICI Bank,EdTech,Product Manager,Internship,Surat,2021-01-19,Online Assessment,,40,,1732,70,N/A,Yes
3623,Shivam Rajan,Male,25,2022,IIT Kharagpur,B.Sc (CS),Computer Science,9.89,3,No,No,2,5,Flutter | GraphQL | MongoDB | Power BI | Spark,LinkedIn,Practo,HealthTech,Operations Analyst,Full-time,Surat,2023-04-05,Online Assessment,,8,,275,76,No,No
3624,Janhavi Menon,Female,25,2024,SRMIST Chennai,M.Tech,VLSI,7.23,1,No,No,0,5,Communication | Scala | JavaScript | Django | Tableau,Indeed,Lenskart,IT/Software,Data Scientist,Full-time,Jaipur,2021-08-23,Applied,,6,,774,96,N/A,No
3625,Siddharth Anand,Male,20,2022,IIIT Allahabad,BBA,Marketing,6.72,0,No,No,0,5,Flutter | Cybersecurity | Laravel | Git,LinkedIn,Tata Steel,AgriTech,Embedded Engineer,Internship,Jaipur,2023-04-04,Applied,,27,,183,85,No,No
3626,Meera Malhotra,Female,22,2025,Manipal Institute of Technology,BCA,Computer Applications,9.32,0,No,No,1,1,TensorFlow | Hive,LinkedIn,JPMorgan India,Logistics,Database Administrator,Full-time,Ahmedabad,2023-09-03,HR Interview,1,7,,1223,96,No,No
3627,Rohan Pandey,Male,20,2024,NIT Trichy,B.E.,Computer Science,8.78,1,No,No,3,1,Git | Selenium | MATLAB | Scala,Indeed,Bosch India,HealthTech,DevOps Engineer,Contract,Bhopal,2022-01-03,Rejected,2,21,,1234,59,N/A,No
3628,Dimple Srivastava,Female,21,2025,IIT Kanpur,B.E.,Civil,8.12,3,No,Yes,3,3,Problem Solving | Python | Cybersecurity | Scala,Referral,Tech Mahindra,IT/Software,Recruiter,Full-time,Surat,2023-03-20,HR Interview,5,12,,1718,88,N/A,No
3629,Simran Gupta,Female,25,2021,Presidency University Kolkata,B.Tech,Computer Science,8.3,2,No,Yes,4,0,PyTorch | MATLAB | Scala,Unstop,Bajaj Finserv,Consulting,Systems Engineer,Full-time,Kochi,2022-12-05,Rejected,5,26,,1670,70,N/A,No
3630,Jatin Patil,Male,23,2023,NIT Calicut,B.E.,Civil,7.52,3,No,Yes,5,5,Networking | TensorFlow | Communication | Java,AngelList,Coforge,E-commerce,Recruiter,Full-time,Mysuru,2021-05-26,Applied,,35,,766,87,N/A,Yes
3631,Yukti Thakur,Female,24,2023,IIEST Shibpur,MCA,Computer Applications,6.3,2,No,No,3,1,SQL | Deep Learning,LinkedIn,IBM India,AgriTech,Data Scientist,Internship,Visakhapatnam,2023-01-15,Technical Interview,3,26,,1639,65,No,No
3632,Lavanya Sandhu,Female,26,2020,Chandigarh University,B.Sc (IT),Information Technology,8.42,0,No,No,2,5,R | Java | Bash Scripting | Ruby on Rails | MongoDB,AngelList,BYJU's,Manufacturing,Digital Marketing Executive,Full-time,Vadodara,2021-06-19,Rejected,4,15,,2584,88,N/A,No
3633,Furqan Joshi,Male,24,2020,KIIT Bhubaneswar,B.Com,Accounting,5.78,3,No,No,3,5,Figma | Tableau | Kubernetes,Indeed,Cognizant,Consulting,Backend Developer,Contract,Lucknow,2022-01-23,Offer,4,3,364482,1664,75,N/A,Yes
3634,Arjun Hegde,Male,21,2022,IIT Kanpur,B.Sc (CS),Computer Science,7.16,1,No,No,5,1,Communication | JavaScript | C++ | Selenium | GraphQL,Internshala,HCL Technologies,Logistics,Operations Analyst,Full-time,Ahmedabad,2021-07-15,Shortlisted,,4,,1732,95,N/A,No
3635,Payal Jadhav,Female,22,2020,GLA University Mathura,M.Tech,Computer Science,6.29,0,No,No,5,4,MongoDB | Machine Learning | Selenium | Java | PHP,Naukri,Delhivery,Media & Entertainment,Full Stack Developer,Internship,Jaipur,2022-02-07,HR Interview,2,20,,2105,83,N/A,Yes
3636,Balram Kumar,Male,23,2024,IIIT Bangalore,MBA,Strategy,7.55,0,No,Yes,6,2,Azure | Django | Swift | Figma,Glassdoor,Siemens India,IT/Software,Digital Marketing Executive,Internship,Patna,2023-08-10,Applied,,39,,450,73,N/A,No
3637,Balram Shukla,Male,27,2020,Jadavpur University Kolkata,B.Tech,Data Science,7.58,2,No,Yes,6,1,Node.js | Scala | Kubernetes,Naukri,Qualcomm India,IT/Software,Sales Executive,Internship,Noida,2021-08-19,Online Assessment,,27,,518,93,N/A,No
3638,Falak Shah,Female,26,2024,XLRI Jamshedpur,B.Com,Finance,5.93,3,Yes,Yes,3,4,Bash Scripting | Spring Boot | Deep Learning | Git,Campus Placement,Deloitte,HealthTech,Finance Analyst,Full-time,Surat,2024-04-10,HR Interview,2,44,,1661,94,N/A,No
3639,Dinesh Biswas,Male,21,2024,IIT Kanpur,B.Sc (CS),Computer Science,8.85,0,No,Yes,4,1,Machine Learning | Excel | Linux | MongoDB,Referral,Tiger Analytics,Consulting,SEO Analyst,Internship,Mumbai,2022-12-08,Rejected,5,33,,2039,97,N/A,No
3640,Amrita Goyal,Female,25,2021,IIT Hyderabad,B.E.,Computer Science,9.8,0,No,Yes,2,0,Teamwork | MongoDB | Spark | Cybersecurity | R,HackerEarth,Axis Bank,Retail,Recruiter,Internship,Bhopal,2022-05-17,Applied,,34,,2024,91,N/A,No
3641,Divya Iyer,Female,21,2021,NIT Warangal,M.Tech,Software Engineering,9.29,2,No,No,0,0,Machine Learning | PyTorch | Node.js | AWS | Spring Boot,LinkedIn,Wipro,Retail,iOS Developer,Internship,Chennai,2024-10-27,Shortlisted,,2,,657,98,No,No
3642,Vijay Grewal,Male,27,2021,Delhi University,BBA,Finance,9.21,0,No,No,1,0,JavaScript | Hive | Excel,LinkedIn,Tata Steel,HealthTech,Full Stack Developer,Full-time,Kolkata,2023-11-17,Shortlisted,,14,,1930,91,No,Yes
3643,Raghav Bose,Male,25,2025,NSUT Delhi,MBA,Finance,9.98,0,No,Yes,6,2,Swift | TensorFlow | JavaScript,Campus Placement,Capgemini,Consulting,Embedded Engineer,Full-time,Ahmedabad,2022-03-13,Applied,,26,,1546,77,N/A,No
3644,Nisha Shah,Female,26,2020,NIT Surathkal,M.Tech,Computer Science,7.28,0,No,No,6,2,Hive | Cybersecurity | Linux | Data Analysis | Kubernetes,Indeed,Cognizant,FinTech,SEO Analyst,Full-time,Bhopal,2021-05-23,Applied,,28,,2417,60,N/A,No
3645,Komal Soni,Female,27,2024,IIIT Hyderabad,B.E.,Mechanical,7.98,1,Yes,No,6,3,MongoDB | JavaScript,Naukri,Hexaware,Telecom,Content Writer,Full-time,Delhi NCR,2022-10-02,Technical Interview,4,1,,2754,60,N/A,No
3646,Tanvi Mehta,Female,26,2022,COEP Pune,B.Sc (CS),Computer Science,9.46,3,No,No,4,1,Docker | Flutter | Hive | Django | SQL,AngelList,Zoho,Media & Entertainment,Cloud Engineer,Full-time,Noida,2023-12-08,Technical Interview,3,32,,288,99,N/A,No
3647,Yogesh Bansal,Male,24,2024,Pune University,MCA,Computer Applications,8.18,3,No,Yes,3,1,Django | Selenium,AngelList,Wipro,AgriTech,Cloud Engineer,Full-time,Lucknow,2023-07-15,Rejected,5,8,,312,66,N/A,No
3648,Suresh Yadav,Male,21,2023,COEP Pune,B.Com,Finance,8.01,1,No,No,6,0,Flutter | Django | Git | Figma | Spring Boot,Naukri,Zoho,IT/Software,Software Engineer,Full-time,Delhi NCR,2024-07-17,Offer,2,11,1173558,239,87,N/A,No
3649,Mayank Agarwal,Male,21,2021,Mumbai University,B.Sc (IT),Information Technology,5.52,0,No,Yes,2,4,MATLAB | Data Analysis | TensorFlow | PHP,LinkedIn,Capgemini,Automotive,Cybersecurity Analyst,Full-time,Bhopal,2023-05-24,Online Assessment,,37,,1741,83,Yes,No
3650,Elina Mishra,Female,22,2022,SP Jain Mumbai,B.Tech,Civil Engineering,9.63,0,No,No,0,0,Networking | Git | Data Analysis | Kotlin | Docker,Naukri,Unacademy,Retail,Product Manager,Contract,Indore,2021-08-04,Shortlisted,,14,,803,100,N/A,No
3651,Ravi Oswal,Male,26,2023,IIIT Allahabad,MBA,Strategy,9.19,3,No,No,2,2,REST APIs | R,LinkedIn,Amazon India,Retail,UX Designer,Internship,Kochi,2021-11-21,Applied,,10,,2513,70,No,Yes
3652,Devika Reddy,Female,24,2020,Osmania University Hyderabad,B.Tech,Information Technology,8.41,3,Yes,Yes,3,0,Deep Learning | Python | Figma,Indeed,Urban Company,Banking & Finance,Recruiter,Full-time,Mysuru,2023-02-01,Shortlisted,,1,,1117,97,N/A,No
3653,Neeraj Chaudhary,Male,20,2022,XLRI Jamshedpur,MCA,Computer Applications,7.05,3,No,Yes,2,3,Ruby on Rails | Tableau | Python | Spark,LinkedIn,TCS,Telecom,Content Writer,Full-time,Delhi NCR,2024-12-04,Shortlisted,,28,,697,67,No,Yes
3654,Gouri Pandey,Female,22,2021,Anna University Chennai,B.Com,Finance,6.9,2,No,No,2,5,Selenium | REST APIs | MongoDB,Campus Placement,Axis Bank,Banking & Finance,Marketing Analyst,Full-time,Bhopal,2023-06-08,Online Assessment,,36,,658,70,N/A,No
3655,Tarun Rawat,Male,23,2021,IIIT Bangalore,MBA,Business Analytics,6.13,2,Yes,No,2,0,Flutter | JavaScript | Spark,HackerEarth,1mg,FinTech,Cybersecurity Analyst,Contract,Bhopal,2023-11-12,Shortlisted,,43,,1277,97,N/A,No
3656,Mohini Saxena,Female,22,2024,NIT Calicut,B.Com,Accounting,9.11,2,No,Yes,4,4,Tableau | PyTorch | REST APIs | TypeScript | Communication,LinkedIn,Siemens India,Logistics,Sales Executive,Full-time,Indore,2022-07-18,Applied,,15,,354,74,No,No
3657,Divya Biswas,Female,22,2021,IIM Bangalore,MBA,Business Analytics,5.76,1,No,No,1,3,Spark | PyTorch,Referral,Ola,EdTech,iOS Developer,Full-time,Gurugram,2024-03-15,Shortlisted,,39,,419,84,N/A,No
3658,Trisha Sandhu,Female,20,2020,NIT Calicut,MCA,Computer Applications,6.1,0,No,No,5,1,TensorFlow | Java | C++,LinkedIn,1mg,Manufacturing,UX Designer,Contract,Patna,2022-12-08,Applied,,10,,1488,69,No,No
3659,Elina Porwal,Female,20,2022,IIM Ahmedabad,B.Sc (CS),Computer Science,9.66,0,No,Yes,5,4,Azure | Excel | Java | REST APIs | Leadership,Naukri,Groww,EdTech,Data Analyst,Internship,Chandigarh,2021-07-18,Offer,5,9,30291,790,56,N/A,No
3660,Yogesh Sethi,Male,21,2022,MDI Gurgaon,BBA,Marketing,5.85,0,No,No,3,3,AWS | Scala | Django | Hive,Indeed,Coforge,AgriTech,Recruiter,Part-time,Noida,2021-06-25,Rejected,5,30,,1084,89,N/A,No
3661,Om Verma,Male,26,2025,Pune University,B.Com,Finance,8.89,2,No,Yes,1,3,JavaScript | Tableau,Internshala,Qualcomm India,Retail,QA Engineer,Full-time,Noida,2022-09-04,Shortlisted,,26,,2824,94,N/A,Yes
3662,Siddharth Mehta,Male,25,2021,SRM University Chennai,B.E.,Civil,6.77,0,No,No,4,5,Django | Flutter | TypeScript | React | Leadership,Internshala,Coforge,Manufacturing,iOS Developer,Full-time,Bengaluru,2021-07-24,Online Assessment,,37,,2499,95,N/A,No
3663,Jyoti Biswas,Female,27,2024,Amity University Noida,M.Tech,Computer Science,9.87,2,No,No,4,3,Bash Scripting | JavaScript | Java | Leadership | Azure,Campus Placement,Freshworks,Telecom,Database Administrator,Full-time,Chandigarh,2024-04-08,Technical Interview,1,21,,999,73,N/A,No
